Run,BioProject,BioSample,Source
SRR8812520,PRJNA385736,SAMN08953111,marine metagenome
SRR8812538,PRJNA385736,SAMN08953129,marine metagenome
SRR8812557,PRJNA385736,SAMN08953160,marine metagenome
SRR8812561,PRJNA385736,SAMN08953159,marine metagenome
SRR8812576,PRJNA385736,SAMN08953099,marine metagenome
SRR8812587,PRJNA385736,SAMN08953106,marine metagenome
SRR8812611,PRJNA385736,SAMN08953208,marine metagenome
SRR8812617,PRJNA385736,SAMN08953207,marine metagenome
SRR8812629,PRJNA385736,SAMN08953217,marine metagenome
ERR3063492,PRJEB30684,SAMEA5226322,marine metagenome
ERR3063491,PRJEB30684,SAMEA5226321,marine metagenome
ERR3063490,PRJEB30684,SAMEA5226320,marine metagenome
ERR3048627,PRJEB30684,SAMEA5211974,marine metagenome
SRR24495964,PRJNA967692,SAMN34718326,marine metagenome
SRR24495965,PRJNA967692,SAMN34718325,marine metagenome
SRR24495966,PRJNA967692,SAMN34718324,marine metagenome
ERR10948698,PRJEB60262,SAMEA112697311,marine metagenome
ERR10948314,PRJEB60262,SAMEA112697309,marine metagenome
ERR10948195,PRJEB60262,SAMEA112697308,marine metagenome
ERR10948177,PRJEB60262,SAMEA112697310,marine metagenome
SRR24202166,PRJNA749920,SAMN20425724,marine metagenome
SRR24202167,PRJNA749920,SAMN20425723,marine metagenome
SRR24202168,PRJNA749920,SAMN20425722,marine metagenome
SRR24202169,PRJNA749920,SAMN20425721,marine metagenome
SRR24202170,PRJNA749920,SAMN20425720,marine metagenome
SRR24202171,PRJNA749920,SAMN20425719,marine metagenome
SRR24202172,PRJNA749920,SAMN20425718,marine metagenome
SRR24202173,PRJNA749920,SAMN20425717,marine metagenome
SRR24202174,PRJNA749920,SAMN20425716,marine metagenome
SRR24202175,PRJNA749920,SAMN20425715,marine metagenome
SRR23604820,PRJNA938176,SAMN33427423,marine metagenome
SRR23604821,PRJNA938176,SAMN33427422,marine metagenome
SRR23604822,PRJNA938176,SAMN33427421,marine metagenome
SRR23604823,PRJNA938176,SAMN33427420,marine metagenome
SRR23460012,PRJNA934102,SAMN33248015,marine metagenome
SRR23460013,PRJNA934102,SAMN33248014,marine metagenome
SRR23460014,PRJNA934102,SAMN33248013,marine metagenome
SRR23460015,PRJNA934102,SAMN33248012,marine metagenome
SRR23460016,PRJNA934102,SAMN33248011,marine metagenome
SRR23460017,PRJNA934102,SAMN33248010,marine metagenome
SRR23460018,PRJNA934102,SAMN33248009,marine metagenome
SRR23460019,PRJNA934102,SAMN33248008,marine metagenome
SRR23460020,PRJNA934102,SAMN33248007,marine metagenome
SRR23460021,PRJNA934102,SAMN33248006,marine metagenome
SRR23374856,PRJNA932835,SAMN33214201,marine metagenome
SRR23374857,PRJNA932835,SAMN33214201,marine metagenome
ERR10125294,PRJEB52452,SAMEA110646467,marine metagenome
ERR10125034,PRJEB52452,SAMEA110646536,marine metagenome
ERR10125033,PRJEB52452,SAMEA110646536,marine metagenome
ERR10125032,PRJEB52452,SAMEA110646536,marine metagenome
ERR10125031,PRJEB52452,SAMEA110646536,marine metagenome
ERR10125030,PRJEB52452,SAMEA110646537,marine metagenome
ERR10125029,PRJEB52452,SAMEA110646537,marine metagenome
ERR10125028,PRJEB52452,SAMEA110646537,marine metagenome
ERR10125027,PRJEB52452,SAMEA110646537,marine metagenome
ERR10125025,PRJEB52452,SAMEA110646538,marine metagenome
ERR10125024,PRJEB52452,SAMEA110646538,marine metagenome
ERR10125023,PRJEB52452,SAMEA110646538,marine metagenome
ERR10125022,PRJEB52452,SAMEA110646538,marine metagenome
ERR10125021,PRJEB52452,SAMEA110646535,marine metagenome
ERR10125020,PRJEB52452,SAMEA110646535,marine metagenome
ERR10125019,PRJEB52452,SAMEA110646535,marine metagenome
ERR10125018,PRJEB52452,SAMEA110646535,marine metagenome
ERR10125017,PRJEB52452,SAMEA110646534,marine metagenome
ERR10125016,PRJEB52452,SAMEA110646534,marine metagenome
ERR10125015,PRJEB52452,SAMEA110646534,marine metagenome
ERR10125014,PRJEB52452,SAMEA110646534,marine metagenome
ERR10125013,PRJEB52452,SAMEA110646532,marine metagenome
ERR10125012,PRJEB52452,SAMEA110646532,marine metagenome
ERR10125011,PRJEB52452,SAMEA110646532,marine metagenome
ERR10125010,PRJEB52452,SAMEA110646532,marine metagenome
ERR10125009,PRJEB52452,SAMEA110646533,marine metagenome
ERR10125008,PRJEB52452,SAMEA110646533,marine metagenome
ERR10125007,PRJEB52452,SAMEA110646533,marine metagenome
ERR10124238,PRJEB52452,SAMEA110646533,marine metagenome
ERR10123892,PRJEB52452,SAMEA110646531,marine metagenome
ERR10123891,PRJEB52452,SAMEA110646531,marine metagenome
ERR10123890,PRJEB52452,SAMEA110646531,marine metagenome
ERR10123889,PRJEB52452,SAMEA110646531,marine metagenome
ERR10123888,PRJEB52452,SAMEA110646531,marine metagenome
ERR10123887,PRJEB52452,SAMEA110646530,marine metagenome
ERR10123886,PRJEB52452,SAMEA110646530,marine metagenome
ERR10123884,PRJEB52452,SAMEA110646530,marine metagenome
ERR10123883,PRJEB52452,SAMEA110646530,marine metagenome
ERR10123882,PRJEB52452,SAMEA110646530,marine metagenome
ERR10123865,PRJEB52452,SAMEA110646528,marine metagenome
ERR10123864,PRJEB52452,SAMEA110646528,marine metagenome
ERR10123863,PRJEB52452,SAMEA110646528,marine metagenome
ERR10123862,PRJEB52452,SAMEA110646528,marine metagenome
ERR10123861,PRJEB52452,SAMEA110646529,marine metagenome
ERR10123858,PRJEB52452,SAMEA110646529,marine metagenome
ERR10123763,PRJEB52452,SAMEA110646529,marine metagenome
ERR10123762,PRJEB52452,SAMEA110646529,marine metagenome
ERR10123761,PRJEB52452,SAMEA110646525,marine metagenome
ERR10123745,PRJEB52452,SAMEA110646525,marine metagenome
ERR10123734,PRJEB52452,SAMEA110646525,marine metagenome
ERR10123733,PRJEB52452,SAMEA110646525,marine metagenome
ERR10123732,PRJEB52452,SAMEA110646526,marine metagenome
ERR10123731,PRJEB52452,SAMEA110646526,marine metagenome
ERR10123730,PRJEB52452,SAMEA110646526,marine metagenome
ERR10123729,PRJEB52452,SAMEA110646526,marine metagenome
ERR10123728,PRJEB52452,SAMEA110646527,marine metagenome
ERR10123727,PRJEB52452,SAMEA110646527,marine metagenome
ERR10123629,PRJEB52452,SAMEA110646527,marine metagenome
ERR10123609,PRJEB52452,SAMEA110646527,marine metagenome
ERR10123598,PRJEB52452,SAMEA110646523,marine metagenome
ERR10123597,PRJEB52452,SAMEA110646523,marine metagenome
ERR10123596,PRJEB52452,SAMEA110646523,marine metagenome
ERR10123593,PRJEB52452,SAMEA110646523,marine metagenome
ERR10123592,PRJEB52452,SAMEA110646523,marine metagenome
ERR10123591,PRJEB52452,SAMEA110646524,marine metagenome
ERR10123590,PRJEB52452,SAMEA110646524,marine metagenome
ERR10123589,PRJEB52452,SAMEA110646524,marine metagenome
ERR10123584,PRJEB52452,SAMEA110646524,marine metagenome
ERR10123583,PRJEB52452,SAMEA110646522,marine metagenome
ERR10123582,PRJEB52452,SAMEA110646522,marine metagenome
ERR10123581,PRJEB52452,SAMEA110646522,marine metagenome
ERR10123580,PRJEB52452,SAMEA110646522,marine metagenome
ERR10123579,PRJEB52452,SAMEA110646520,marine metagenome
ERR10123578,PRJEB52452,SAMEA110646520,marine metagenome
ERR10123577,PRJEB52452,SAMEA110646520,marine metagenome
ERR10123576,PRJEB52452,SAMEA110646520,marine metagenome
ERR10123575,PRJEB52452,SAMEA110646521,marine metagenome
ERR10123574,PRJEB52452,SAMEA110646521,marine metagenome
ERR10123573,PRJEB52452,SAMEA110646521,marine metagenome
ERR10123572,PRJEB52452,SAMEA110646521,marine metagenome
ERR10123571,PRJEB52452,SAMEA110646517,marine metagenome
ERR10123570,PRJEB52452,SAMEA110646517,marine metagenome
ERR10123332,PRJEB52452,SAMEA110646517,marine metagenome
ERR10123331,PRJEB52452,SAMEA110646517,marine metagenome
ERR10123328,PRJEB52452,SAMEA110646518,marine metagenome
ERR10123326,PRJEB52452,SAMEA110646518,marine metagenome
ERR10123325,PRJEB52452,SAMEA110646518,marine metagenome
ERR10123324,PRJEB52452,SAMEA110646518,marine metagenome
ERR10123322,PRJEB52452,SAMEA110646519,marine metagenome
ERR10123321,PRJEB52452,SAMEA110646519,marine metagenome
ERR10123320,PRJEB52452,SAMEA110646519,marine metagenome
ERR10123319,PRJEB52452,SAMEA110646519,marine metagenome
ERR10123318,PRJEB52452,SAMEA110646515,marine metagenome
ERR10123317,PRJEB52452,SAMEA110646515,marine metagenome
ERR10123316,PRJEB52452,SAMEA110646515,marine metagenome
ERR10123315,PRJEB52452,SAMEA110646515,marine metagenome
ERR10123314,PRJEB52452,SAMEA110646516,marine metagenome
ERR10123313,PRJEB52452,SAMEA110646516,marine metagenome
ERR10123312,PRJEB52452,SAMEA110646516,marine metagenome
ERR10123311,PRJEB52452,SAMEA110646516,marine metagenome
ERR10123310,PRJEB52452,SAMEA110646514,marine metagenome
ERR10123309,PRJEB52452,SAMEA110646514,marine metagenome
ERR10123308,PRJEB52452,SAMEA110646514,marine metagenome
ERR10123307,PRJEB52452,SAMEA110646514,marine metagenome
ERR10123306,PRJEB52452,SAMEA110646510,marine metagenome
ERR10123305,PRJEB52452,SAMEA110646510,marine metagenome
ERR10123303,PRJEB52452,SAMEA110646510,marine metagenome
ERR10123301,PRJEB52452,SAMEA110646510,marine metagenome
ERR10123300,PRJEB52452,SAMEA110646511,marine metagenome
ERR10123298,PRJEB52452,SAMEA110646511,marine metagenome
ERR10123297,PRJEB52452,SAMEA110646511,marine metagenome
ERR10123295,PRJEB52452,SAMEA110646511,marine metagenome
ERR10123294,PRJEB52452,SAMEA110646512,marine metagenome
ERR10123293,PRJEB52452,SAMEA110646512,marine metagenome
ERR10123292,PRJEB52452,SAMEA110646512,marine metagenome
ERR10123291,PRJEB52452,SAMEA110646512,marine metagenome
ERR10123290,PRJEB52452,SAMEA110646508,marine metagenome
ERR10123289,PRJEB52452,SAMEA110646508,marine metagenome
ERR10123288,PRJEB52452,SAMEA110646508,marine metagenome
ERR10123287,PRJEB52452,SAMEA110646508,marine metagenome
ERR10123286,PRJEB52452,SAMEA110646509,marine metagenome
ERR10123285,PRJEB52452,SAMEA110646509,marine metagenome
ERR10123284,PRJEB52452,SAMEA110646509,marine metagenome
ERR10123283,PRJEB52452,SAMEA110646509,marine metagenome
ERR10123281,PRJEB52452,SAMEA110646513,marine metagenome
ERR10123280,PRJEB52452,SAMEA110646513,marine metagenome
ERR10123278,PRJEB52452,SAMEA110646513,marine metagenome
ERR10123277,PRJEB52452,SAMEA110646513,marine metagenome
ERR10123276,PRJEB52452,SAMEA110646507,marine metagenome
ERR10123275,PRJEB52452,SAMEA110646507,marine metagenome
ERR10123273,PRJEB52452,SAMEA110646507,marine metagenome
ERR10123272,PRJEB52452,SAMEA110646507,marine metagenome
ERR10123271,PRJEB52452,SAMEA110646503,marine metagenome
ERR10123270,PRJEB52452,SAMEA110646503,marine metagenome
ERR10123269,PRJEB52452,SAMEA110646503,marine metagenome
ERR10123268,PRJEB52452,SAMEA110646503,marine metagenome
ERR10123267,PRJEB52452,SAMEA110646504,marine metagenome
ERR10123266,PRJEB52452,SAMEA110646504,marine metagenome
ERR10123265,PRJEB52452,SAMEA110646504,marine metagenome
ERR10123264,PRJEB52452,SAMEA110646504,marine metagenome
ERR10123263,PRJEB52452,SAMEA110646505,marine metagenome
ERR10123262,PRJEB52452,SAMEA110646505,marine metagenome
ERR10123261,PRJEB52452,SAMEA110646505,marine metagenome
ERR10123260,PRJEB52452,SAMEA110646505,marine metagenome
ERR10123259,PRJEB52452,SAMEA110646501,marine metagenome
ERR10123258,PRJEB52452,SAMEA110646501,marine metagenome
ERR10123257,PRJEB52452,SAMEA110646501,marine metagenome
ERR10123256,PRJEB52452,SAMEA110646501,marine metagenome
ERR10123219,PRJEB52452,SAMEA110646502,marine metagenome
ERR10123218,PRJEB52452,SAMEA110646502,marine metagenome
ERR10123217,PRJEB52452,SAMEA110646502,marine metagenome
ERR10123216,PRJEB52452,SAMEA110646502,marine metagenome
ERR10123215,PRJEB52452,SAMEA110646506,marine metagenome
ERR10123214,PRJEB52452,SAMEA110646506,marine metagenome
ERR10123213,PRJEB52452,SAMEA110646506,marine metagenome
ERR10123212,PRJEB52452,SAMEA110646506,marine metagenome
ERR10123211,PRJEB52452,SAMEA110646500,marine metagenome
ERR10123210,PRJEB52452,SAMEA110646500,marine metagenome
ERR10123209,PRJEB52452,SAMEA110646500,marine metagenome
ERR10123208,PRJEB52452,SAMEA110646499,marine metagenome
ERR10123207,PRJEB52452,SAMEA110646499,marine metagenome
ERR10123206,PRJEB52452,SAMEA110646499,marine metagenome
ERR10123205,PRJEB52452,SAMEA110646499,marine metagenome
ERR10123204,PRJEB52452,SAMEA110646496,marine metagenome
ERR10123203,PRJEB52452,SAMEA110646496,marine metagenome
ERR10123202,PRJEB52452,SAMEA110646496,marine metagenome
ERR10123201,PRJEB52452,SAMEA110646496,marine metagenome
ERR10123200,PRJEB52452,SAMEA110646497,marine metagenome
ERR10123199,PRJEB52452,SAMEA110646497,marine metagenome
ERR10123154,PRJEB52452,SAMEA110646497,marine metagenome
ERR10123153,PRJEB52452,SAMEA110646497,marine metagenome
ERR10123152,PRJEB52452,SAMEA110646498,marine metagenome
ERR10123151,PRJEB52452,SAMEA110646498,marine metagenome
ERR10123150,PRJEB52452,SAMEA110646498,marine metagenome
ERR10123149,PRJEB52452,SAMEA110646498,marine metagenome
ERR10123148,PRJEB52452,SAMEA110646494,marine metagenome
ERR10123147,PRJEB52452,SAMEA110646494,marine metagenome
ERR10123146,PRJEB52452,SAMEA110646494,marine metagenome
ERR10123145,PRJEB52452,SAMEA110646494,marine metagenome
ERR10123144,PRJEB52452,SAMEA110646495,marine metagenome
ERR10123143,PRJEB52452,SAMEA110646495,marine metagenome
ERR10123142,PRJEB52452,SAMEA110646495,marine metagenome
ERR10123141,PRJEB52452,SAMEA110646495,marine metagenome
ERR10123140,PRJEB52452,SAMEA110646489,marine metagenome
ERR10123139,PRJEB52452,SAMEA110646489,marine metagenome
ERR10123138,PRJEB52452,SAMEA110646489,marine metagenome
ERR10123137,PRJEB52452,SAMEA110646489,marine metagenome
ERR10123136,PRJEB52452,SAMEA110646489,marine metagenome
ERR10123135,PRJEB52452,SAMEA110646492,marine metagenome
ERR10123134,PRJEB52452,SAMEA110646492,marine metagenome
ERR10123133,PRJEB52452,SAMEA110646492,marine metagenome
ERR10123132,PRJEB52452,SAMEA110646492,marine metagenome
ERR10123131,PRJEB52452,SAMEA110646492,marine metagenome
ERR10123130,PRJEB52452,SAMEA110646493,marine metagenome
ERR10123129,PRJEB52452,SAMEA110646493,marine metagenome
ERR10123128,PRJEB52452,SAMEA110646493,marine metagenome
ERR10123127,PRJEB52452,SAMEA110646493,marine metagenome
ERR10123126,PRJEB52452,SAMEA110646493,marine metagenome
ERR10123125,PRJEB52452,SAMEA110646493,marine metagenome
ERR10123124,PRJEB52452,SAMEA110646490,marine metagenome
ERR10123123,PRJEB52452,SAMEA110646490,marine metagenome
ERR10123122,PRJEB52452,SAMEA110646490,marine metagenome
ERR10123023,PRJEB52452,SAMEA110646490,marine metagenome
ERR10123022,PRJEB52452,SAMEA110646490,marine metagenome
ERR10123021,PRJEB52452,SAMEA110646490,marine metagenome
ERR10123020,PRJEB52452,SAMEA110646490,marine metagenome
ERR10123019,PRJEB52452,SAMEA110646490,marine metagenome
ERR10123018,PRJEB52452,SAMEA110646491,marine metagenome
ERR10123017,PRJEB52452,SAMEA110646491,marine metagenome
ERR10123016,PRJEB52452,SAMEA110646491,marine metagenome
ERR10123015,PRJEB52452,SAMEA110646491,marine metagenome
ERR10123014,PRJEB52452,SAMEA110646491,marine metagenome
ERR10123013,PRJEB52452,SAMEA110646487,marine metagenome
ERR10123012,PRJEB52452,SAMEA110646487,marine metagenome
ERR10123011,PRJEB52452,SAMEA110646487,marine metagenome
ERR10123010,PRJEB52452,SAMEA110646487,marine metagenome
ERR10123009,PRJEB52452,SAMEA110646487,marine metagenome
ERR10123008,PRJEB52452,SAMEA110646488,marine metagenome
ERR10123007,PRJEB52452,SAMEA110646488,marine metagenome
ERR10123006,PRJEB52452,SAMEA110646488,marine metagenome
ERR10123005,PRJEB52452,SAMEA110646488,marine metagenome
ERR10123004,PRJEB52452,SAMEA110646486,marine metagenome
ERR10123003,PRJEB52452,SAMEA110646486,marine metagenome
ERR10123002,PRJEB52452,SAMEA110646486,marine metagenome
ERR10123001,PRJEB52452,SAMEA110646486,marine metagenome
ERR10123000,PRJEB52452,SAMEA110646486,marine metagenome
ERR10122999,PRJEB52452,SAMEA110646486,marine metagenome
ERR10122998,PRJEB52452,SAMEA110646486,marine metagenome
ERR10122997,PRJEB52452,SAMEA110646486,marine metagenome
ERR10122996,PRJEB52452,SAMEA110646486,marine metagenome
ERR10122975,PRJEB52452,SAMEA110646484,marine metagenome
ERR10122964,PRJEB52452,SAMEA110646484,marine metagenome
ERR10122963,PRJEB52452,SAMEA110646484,marine metagenome
ERR10122962,PRJEB52452,SAMEA110646484,marine metagenome
ERR10122961,PRJEB52452,SAMEA110646484,marine metagenome
ERR10122960,PRJEB52452,SAMEA110646485,marine metagenome
ERR10122959,PRJEB52452,SAMEA110646485,marine metagenome
ERR10122958,PRJEB52452,SAMEA110646485,marine metagenome
ERR10122957,PRJEB52452,SAMEA110646485,marine metagenome
ERR10122956,PRJEB52452,SAMEA110646485,marine metagenome
ERR10122955,PRJEB52452,SAMEA110646481,marine metagenome
ERR10122954,PRJEB52452,SAMEA110646481,marine metagenome
ERR10122953,PRJEB52452,SAMEA110646481,marine metagenome
ERR10121415,PRJEB52452,SAMEA110646481,marine metagenome
ERR10121414,PRJEB52452,SAMEA110646481,marine metagenome
ERR10121413,PRJEB52452,SAMEA110646481,marine metagenome
ERR10121412,PRJEB52452,SAMEA110646481,marine metagenome
ERR10121411,PRJEB52452,SAMEA110646481,marine metagenome
ERR10121410,PRJEB52452,SAMEA110646482,marine metagenome
ERR10121409,PRJEB52452,SAMEA110646482,marine metagenome
ERR10121408,PRJEB52452,SAMEA110646482,marine metagenome
ERR10121407,PRJEB52452,SAMEA110646482,marine metagenome
ERR10121406,PRJEB52452,SAMEA110646482,marine metagenome
ERR10121405,PRJEB52452,SAMEA110646483,marine metagenome
ERR10121404,PRJEB52452,SAMEA110646483,marine metagenome
ERR10121403,PRJEB52452,SAMEA110646483,marine metagenome
ERR10121402,PRJEB52452,SAMEA110646480,marine metagenome
ERR10121401,PRJEB52452,SAMEA110646480,marine metagenome
ERR10121400,PRJEB52452,SAMEA110646480,marine metagenome
ERR10121399,PRJEB52452,SAMEA110646480,marine metagenome
ERR10121398,PRJEB52452,SAMEA110646480,marine metagenome
ERR10121397,PRJEB52452,SAMEA110646480,marine metagenome
ERR10121396,PRJEB52452,SAMEA110646480,marine metagenome
ERR10121395,PRJEB52452,SAMEA110646480,marine metagenome
ERR10121394,PRJEB52452,SAMEA110646480,marine metagenome
ERR10121393,PRJEB52452,SAMEA110646477,marine metagenome
ERR10121392,PRJEB52452,SAMEA110646477,marine metagenome
ERR10121391,PRJEB52452,SAMEA110646477,marine metagenome
ERR10121390,PRJEB52452,SAMEA110646477,marine metagenome
ERR10121389,PRJEB52452,SAMEA110646477,marine metagenome
ERR10121388,PRJEB52452,SAMEA110646478,marine metagenome
ERR10121387,PRJEB52452,SAMEA110646478,marine metagenome
ERR10121386,PRJEB52452,SAMEA110646478,marine metagenome
ERR10121385,PRJEB52452,SAMEA110646478,marine metagenome
ERR10121384,PRJEB52452,SAMEA110646478,marine metagenome
ERR10121383,PRJEB52452,SAMEA110646478,marine metagenome
ERR10121382,PRJEB52452,SAMEA110646478,marine metagenome
ERR10121381,PRJEB52452,SAMEA110646478,marine metagenome
ERR10121380,PRJEB52452,SAMEA110646478,marine metagenome
ERR10121379,PRJEB52452,SAMEA110646474,marine metagenome
ERR10121378,PRJEB52452,SAMEA110646474,marine metagenome
ERR10121377,PRJEB52452,SAMEA110646474,marine metagenome
ERR10121376,PRJEB52452,SAMEA110646474,marine metagenome
ERR10121375,PRJEB52452,SAMEA110646474,marine metagenome
ERR10121374,PRJEB52452,SAMEA110646475,marine metagenome
ERR10121373,PRJEB52452,SAMEA110646475,marine metagenome
ERR10121372,PRJEB52452,SAMEA110646475,marine metagenome
ERR10121371,PRJEB52452,SAMEA110646475,marine metagenome
ERR10121370,PRJEB52452,SAMEA110646475,marine metagenome
ERR10121369,PRJEB52452,SAMEA110646476,marine metagenome
ERR10121368,PRJEB52452,SAMEA110646476,marine metagenome
ERR10121367,PRJEB52452,SAMEA110646476,marine metagenome
ERR10121366,PRJEB52452,SAMEA110646476,marine metagenome
ERR10121365,PRJEB52452,SAMEA110646476,marine metagenome
ERR10121364,PRJEB52452,SAMEA110646479,marine metagenome
ERR10121363,PRJEB52452,SAMEA110646479,marine metagenome
ERR10121362,PRJEB52452,SAMEA110646479,marine metagenome
ERR10121361,PRJEB52452,SAMEA110646479,marine metagenome
ERR10121360,PRJEB52452,SAMEA110646479,marine metagenome
ERR10121359,PRJEB52452,SAMEA110646479,marine metagenome
ERR10121358,PRJEB52452,SAMEA110646479,marine metagenome
ERR10121357,PRJEB52452,SAMEA110646479,marine metagenome
ERR10121356,PRJEB52452,SAMEA110646473,marine metagenome
ERR10121355,PRJEB52452,SAMEA110646473,marine metagenome
ERR10121354,PRJEB52452,SAMEA110646473,marine metagenome
ERR10121353,PRJEB52452,SAMEA110646473,marine metagenome
ERR10121352,PRJEB52452,SAMEA110646473,marine metagenome
ERR10121351,PRJEB52452,SAMEA110646473,marine metagenome
ERR10121350,PRJEB52452,SAMEA110646473,marine metagenome
ERR10121349,PRJEB52452,SAMEA110646473,marine metagenome
ERR10121348,PRJEB52452,SAMEA110646473,marine metagenome
ERR10121347,PRJEB52452,SAMEA110646470,marine metagenome
ERR10121346,PRJEB52452,SAMEA110646470,marine metagenome
ERR10121345,PRJEB52452,SAMEA110646470,marine metagenome
ERR10121344,PRJEB52452,SAMEA110646470,marine metagenome
ERR10121343,PRJEB52452,SAMEA110646470,marine metagenome
ERR10121342,PRJEB52452,SAMEA110646471,marine metagenome
ERR10121341,PRJEB52452,SAMEA110646471,marine metagenome
ERR10121340,PRJEB52452,SAMEA110646471,marine metagenome
ERR10121339,PRJEB52452,SAMEA110646471,marine metagenome
ERR10121338,PRJEB52452,SAMEA110646471,marine metagenome
ERR10121337,PRJEB52452,SAMEA110646467,marine metagenome
ERR10114985,PRJEB52452,SAMEA110646467,marine metagenome
ERR10114984,PRJEB52452,SAMEA110646467,marine metagenome
ERR10114983,PRJEB52452,SAMEA110646467,marine metagenome
ERR10114982,PRJEB52452,SAMEA110646468,marine metagenome
ERR10114981,PRJEB52452,SAMEA110646468,marine metagenome
ERR10114980,PRJEB52452,SAMEA110646468,marine metagenome
ERR10114979,PRJEB52452,SAMEA110646468,marine metagenome
ERR10114978,PRJEB52452,SAMEA110646468,marine metagenome
ERR10114977,PRJEB52452,SAMEA110646469,marine metagenome
ERR10114976,PRJEB52452,SAMEA110646469,marine metagenome
ERR10114975,PRJEB52452,SAMEA110646469,marine metagenome
ERR10114974,PRJEB52452,SAMEA110646469,marine metagenome
ERR10114970,PRJEB52452,SAMEA110646469,marine metagenome
ERR10114969,PRJEB52452,SAMEA110646472,marine metagenome
ERR10114968,PRJEB52452,SAMEA110646472,marine metagenome
ERR10114967,PRJEB52452,SAMEA110646472,marine metagenome
ERR10114958,PRJEB52452,SAMEA110646472,marine metagenome
ERR10114957,PRJEB52452,SAMEA110646472,marine metagenome
ERR10114955,PRJEB52452,SAMEA110646472,marine metagenome
ERR10114954,PRJEB52452,SAMEA110646472,marine metagenome
ERR10114953,PRJEB52452,SAMEA110646472,marine metagenome
ERR10114952,PRJEB52452,SAMEA110646472,marine metagenome
ERR10114951,PRJEB52452,SAMEA110646465,marine metagenome
ERR10114950,PRJEB52452,SAMEA110646465,marine metagenome
ERR10114949,PRJEB52452,SAMEA110646465,marine metagenome
ERR10114948,PRJEB52452,SAMEA110646465,marine metagenome
ERR10114947,PRJEB52452,SAMEA110646465,marine metagenome
ERR10114946,PRJEB52452,SAMEA110646466,marine metagenome
ERR10114945,PRJEB52452,SAMEA110646466,marine metagenome
ERR10114944,PRJEB52452,SAMEA110646466,marine metagenome
ERR10114942,PRJEB52452,SAMEA110646466,marine metagenome
ERR10114941,PRJEB52452,SAMEA110646463,marine metagenome
ERR10114928,PRJEB52452,SAMEA110646463,marine metagenome
ERR10114926,PRJEB52452,SAMEA110646463,marine metagenome
ERR10114925,PRJEB52452,SAMEA110646463,marine metagenome
ERR10114915,PRJEB52452,SAMEA110646460,marine metagenome
ERR10114914,PRJEB52452,SAMEA110646460,marine metagenome
ERR10114913,PRJEB52452,SAMEA110646460,marine metagenome
ERR10114912,PRJEB52452,SAMEA110646460,marine metagenome
ERR10114911,PRJEB52452,SAMEA110646461,marine metagenome
ERR10114910,PRJEB52452,SAMEA110646461,marine metagenome
ERR10114908,PRJEB52452,SAMEA110646461,marine metagenome
ERR10114843,PRJEB52452,SAMEA110646461,marine metagenome
ERR10114842,PRJEB52452,SAMEA110646462,marine metagenome
ERR10114841,PRJEB52452,SAMEA110646462,marine metagenome
ERR10114838,PRJEB52452,SAMEA110646462,marine metagenome
ERR10114835,PRJEB52452,SAMEA110646462,marine metagenome
ERR10114833,PRJEB52452,SAMEA110646458,marine metagenome
ERR10114830,PRJEB52452,SAMEA110646458,marine metagenome
ERR10114826,PRJEB52452,SAMEA110646458,marine metagenome
ERR10114822,PRJEB52452,SAMEA110646458,marine metagenome
ERR10114721,PRJEB52452,SAMEA110646459,marine metagenome
ERR10114720,PRJEB52452,SAMEA110646459,marine metagenome
ERR10114620,PRJEB52452,SAMEA110646459,marine metagenome
ERR10114619,PRJEB52452,SAMEA110646459,marine metagenome
ERR10114618,PRJEB52452,SAMEA110646464,marine metagenome
ERR10114617,PRJEB52452,SAMEA110646464,marine metagenome
ERR10114526,PRJEB52452,SAMEA110646464,marine metagenome
ERR10114430,PRJEB52452,SAMEA110646464,marine metagenome
SRR22177932,PRJNA776705,SAMN31582576,marine metagenome
SRR22177933,PRJNA776705,SAMN31582575,marine metagenome
SRR22177934,PRJNA776705,SAMN31582574,marine metagenome
SRR22177935,PRJNA776705,SAMN31582573,marine metagenome
ERR9769377,PRJEB52999,SAMEA14431112,marine metagenome
ERR9769303,PRJEB52999,SAMEA14431108,marine metagenome
ERR9769378,PRJEB52999,SAMEA14431113,marine metagenome
ERR9769376,PRJEB52999,SAMEA14431111,marine metagenome
ERR9769375,PRJEB52999,SAMEA14431110,marine metagenome
ERR9769304,PRJEB52999,SAMEA14431109,marine metagenome
ERR9769302,PRJEB52999,SAMEA14431107,marine metagenome
ERR9769301,PRJEB52999,SAMEA14431106,marine metagenome
ERR9769300,PRJEB52999,SAMEA14431105,marine metagenome
ERR9769299,PRJEB52999,SAMEA14431104,marine metagenome
ERR9769298,PRJEB52999,SAMEA14431103,marine metagenome
ERR9769297,PRJEB52999,SAMEA14431102,marine metagenome
ERR9769296,PRJEB52999,SAMEA14431101,marine metagenome
ERR9769295,PRJEB52999,SAMEA14431100,marine metagenome
ERR9769294,PRJEB52999,SAMEA14431099,marine metagenome
ERR9769293,PRJEB52999,SAMEA14431098,marine metagenome
ERR9769292,PRJEB52999,SAMEA14431097,marine metagenome
ERR9769291,PRJEB52999,SAMEA14431096,marine metagenome
ERR9769290,PRJEB52999,SAMEA14431095,marine metagenome
ERR9769289,PRJEB52999,SAMEA14431094,marine metagenome
ERR9769288,PRJEB52999,SAMEA14431093,marine metagenome
